site_id,subsite_id,proj_taxon_id,data_source,sample_method,sample_subtype,date,transect_id,replicate_id,area,height,count,auth_taxon_id,auth_name,taxon_name,site_name,subsite_name,latitude,longitude
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,2001-07-17,c-k-00001,3,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-156,kfm,rdfc,FUL,2013-10-20,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-150,kfm,rdfc,FUL,2001-07-17,c-k-00001,1,2000,NA,0,240732,WORMS,Hexagrammos decagrammus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-218,kfm,rdfc,FUL,2010-07-29,c-k-00001,1,2000,NA,0,280053,WORMS,Cebidichthys violaceus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,2005-08-09,c-k-00001,3,100,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-174,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,0,125550,WORMS,Pholidae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,2004-07-28,c-k-00001,4,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,2000-08-30,c-k-00001,4,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-104,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,325,279839,WORMS,Aulorhynchus flavidus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-128,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,279560,WORMS,Alloclinus holderi,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-187,kfm,rdfc,FUL,2004-07-28,c-k-00001,1,2000,NA,0,276694,WORMS,Heterodontus francisci,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-154,kfm,rdfc,FUL,1999-09-15,c-k-00001,1,2000,NA,0,279701,WORMS,Artedius harringtoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1997-09-24,c-k-00001,2,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,1991-07-23,c-k-00001,3,200,3,11,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-106,kfm,rdfc,FUL,1997-07-08,c-k-00001,1,2000,NA,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1997-09-24,c-k-00001,4,100,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-135,kfm,rdfc,FUL,2005-08-09,c-k-00001,1,2000,NA,1,281935,WORMS,Orthonopias triacis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1986-07-09,c-k-00001,3,200,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2011-09-15,c-k-00001,4,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-121,kfm,rdfc,FUL,2005-08-09,c-k-00001,1,2000,NA,12,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-135,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,NA,281935,WORMS,Orthonopias triacis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-107,kfm,rdfc,FUL,2005-08-09,c-k-00001,1,2000,NA,7,282580,WORMS,Rhinogobiops nicholsii,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-123,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,3,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-192,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,0,127022,WORMS,Scomber japonicus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2004-09-29,c-k-00001,1,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,2007-07-11,c-k-00001,3,100,3,0,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,1985-06-26,c-k-00001,2,200,3,2,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,2014-10-01,c-k-00001,4,100,3,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-117,kfm,rdfc,FUL,2002-09-26,c-k-00001,1,2000,NA,NA,274779,WORMS,Sebastes carnatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,2003-09-09,c-k-00001,4,100,3,0,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,1996-07-23,c-k-00001,2,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-233,kfm,visualfish,BOT,1999-06-30,c-k-00001,2,100,3,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-233,kfm,visualfish,BOT,1996-09-18,c-k-00001,4,100,3,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1995-08-23,c-k-00001,1,200,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1989-09-14,c-k-00001,1,200,3,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-166,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,0,276217,WORMS,Caulolatilus princeps,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-169,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,281472,WORMS,Lythrypnus zebra,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-118,kfm,rdfc,FUL,2003-09-09,c-k-00001,1,2000,NA,1,274780,WORMS,Sebastes caurinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-153,kfm,rdfc,FUL,2011-09-15,c-k-00001,1,2000,NA,0,274773,WORMS,Sebastes auriculatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-211,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,0,275809,WORMS,Paralichthys californicus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1996-09-18,c-k-00001,1,100,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-155,kfm,rdfc,FUL,2002-07-25,c-k-00001,1,2000,NA,0,254542,WORMS,Nautichthys oculofasciatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,1991-10-16,c-k-00001,1,200,3,20,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-107,kfm,rdfc,FUL,2003-09-25,c-k-00001,1,2000,NA,7,282580,WORMS,Rhinogobiops nicholsii,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-122,kfm,rdfc,FUL,2002-09-26,c-k-00001,1,2000,NA,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-221,kfm,rdfc,FUL,1998-07-07,c-k-00001,1,2000,NA,0,127405,WORMS,Mola mola,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1993-09-14,c-k-00001,3,200,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-233,kfm,visualfish,BOT,2000-06-28,c-k-00001,4,100,3,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-113,kfm,rdfc,FUL,1997-07-08,c-k-00001,1,2000,NA,0,282575,WORMS,Rhacochilus toxotes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-222,kfm,visualfish,BOT,1988-07-27,c-k-00001,1,200,3,0,273751,WORMS,Chromis punctipinnis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1991-07-23,c-k-00001,2,200,3,6,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1997-09-24,c-k-00001,3,100,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,1997-07-08,c-k-00001,1,100,3,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1987-09-29,c-k-00001,1,200,3,2,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,2008-09-09,c-k-00001,3,100,3,0,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-168,kfm,rdfc,FUL,1999-09-15,c-k-00001,1,2000,NA,0,274713,WORMS,Scorpaena guttata,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-201,kfm,rdfc,FUL,2004-07-28,c-k-00001,1,2000,NA,0,283199,WORMS,Xystreurys liolepis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-191,kfm,rdfc,FUL,2001-07-17,c-k-00001,1,2000,NA,0,273810,WORMS,Sarda chiliensis chiliensis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-136,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1988-09-21,c-k-00001,2,200,3,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-175,kfm,rdfc,FUL,2008-09-09,c-k-00001,1,2000,NA,0,271485,WORMS,Myliobatis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-159,kfm,rdfc,FUL,2003-09-09,c-k-00001,1,2000,NA,0,105820,WORMS,Galeorhinus galeus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-234,kfm,visualfish,BOT,1995-08-23,c-k-00001,2,200,3,0,275798,WORMS,Halichoeres semicinctus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-164,kfm,rdfc,FUL,1998-07-07,c-k-00001,1,2000,NA,0,151388,WORMS,Bathymasteridae,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,2004-09-29,c-k-00001,4,100,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-144,kfm,rdfc,FUL,1999-09-15,c-k-00001,1,2000,NA,0,275696,WORMS,Citharichthys stigmaeus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,1999-06-30,c-k-00001,1,100,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-233,kfm,visualfish,BOT,2014-10-01,c-k-00001,4,100,3,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1994-09-27,c-k-00001,2,200,3,2,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-183,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,0,280833,WORMS,Gibbonsia elegans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-196,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,281687,WORMS,Neoclinus uninotatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-116,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,274773,WORMS,Sebastes auriculatus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-204,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,218436,WORMS,Seriola lalandi,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-194,kfm,rdfc,FUL,2010-07-29,c-k-00001,1,2000,NA,0,281098,WORMS,Hyperprosopon argenteum,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-148,kfm,rdfc,FUL,2004-09-29,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-172,kfm,rdfc,FUL,2002-07-25,c-k-00001,1,2000,NA,0,274839,WORMS,Sebastes rastrelliger,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-133,kfm,rdfc,FUL,1997-07-08,c-k-00001,1,2000,NA,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1994-07-12,c-k-00001,3,200,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,1994-09-27,c-k-00001,1,200,3,1,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1987-09-29,c-k-00001,1,200,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,1995-09-28,c-k-00001,2,200,3,90,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-207,kfm,rdfc,FUL,2005-08-09,c-k-00001,1,2000,NA,0,278535,WORMS,Atractoscion nobilis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-233,kfm,visualfish,BOT,1993-09-14,c-k-00001,2,200,3,0,280865,WORMS,Girella nigricans,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-119,kfm,rdfc,FUL,2000-08-30,c-k-00001,1,2000,NA,NA,240737,WORMS,Sebastes chrysomelas,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-228,kfm,visualfish,BOT,1999-06-30,c-k-00001,2,100,3,2,282753,WORMS,Semicossyphus pulcher,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-224,kfm,visualfish,BOT,2011-09-15,c-k-00001,4,100,3,2,274823,WORMS,Sebastes mystinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1999-09-15,c-k-00001,2,100,3,0,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-118,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,2,274780,WORMS,Sebastes caurinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-231,kfm,visualfish,BOT,2008-09-09,c-k-00001,4,100,3,0,282576,WORMS,Rhacochilus vacca,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1986-07-09,c-k-00001,2,200,3,5,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,1991-07-23,c-k-00001,2,200,3,27,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1987-09-29,c-k-00001,2,200,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,2010-07-29,c-k-00001,3,100,3,0,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-173,kfm,rdfc,FUL,2006-09-12,c-k-00001,1,2000,NA,0,240729,WORMS,Phanerodon,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1988-07-27,c-k-00001,4,200,3,41,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,2001-07-17,c-k-00001,1,100,3,2,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-229,kfm,visualfish,BOT,1987-09-29,c-k-00001,4,200,3,23,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-172,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,274839,WORMS,Sebastes rastrelliger,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,2000-06-28,c-k-00001,4,100,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-118,kfm,rdfc,FUL,1996-07-22,c-k-00001,1,2000,NA,NA,274780,WORMS,Sebastes caurinus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-220,kfm,rdfc,FUL,2002-07-25,c-k-00001,1,2000,NA,0,274791,WORMS,Sebastes entomelas,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-232,kfm,visualfish,BOT,2002-07-25,c-k-00001,4,100,3,0,281130,WORMS,Hypsypops rubicundus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-119,kfm,rdfc,FUL,2003-09-25,c-k-00001,1,2000,NA,7,240737,WORMS,Sebastes chrysomelas,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-180,kfm,rdfc,FUL,2002-09-26,c-k-00001,1,2000,NA,0,281049,WORMS,Hermosilla azurea,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-125,kfm,rdfc,FUL,1996-09-19,c-k-00001,1,2000,NA,NA,240746,WORMS,Embiotoca jacksoni,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1986-07-09,c-k-00001,1,200,3,1,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1998-09-15,c-k-00001,4,100,3,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-200,kfm,rdfc,FUL,2012-07-25,c-k-00001,1,2000,NA,0,282280,WORMS,Platyrhinoidis triseriata,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-230,kfm,visualfish,BOT,1989-08-17,c-k-00001,3,200,3,1,240740,WORMS,Embiotoca lateralis,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-234,kfm,visualfish,BOT,2003-09-25,c-k-00001,1,100,3,0,275798,WORMS,Halichoeres semicinctus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-225,kfm,visualfish,BOT,1995-09-28,c-k-00001,2,200,3,0,274852,WORMS,Sebastes serranoides,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-156,kfm,rdfc,FUL,2009-08-18,c-k-00001,1,2000,NA,0,126175,WORMS,Sebastes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-111,kfm,rdfc,FUL,2001-09-18,c-k-00001,1,2000,NA,NA,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-223,kfm,visualfish,BOT,2001-07-17,c-k-00001,4,100,3,7,240727,WORMS,Oxyjulis californica,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-173,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,240729,WORMS,Phanerodon,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-158,kfm,rdfc,FUL,1998-09-15,c-k-00001,1,2000,NA,0,279409,WORMS,Phanerodon atripes,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-227,kfm,visualfish,BOT,1997-09-24,c-k-00001,4,100,3,0,282054,WORMS,Paralabrax clathratus,1,NA,34.02236667,-120.3874667
a-k-01,b-k-01,t-k-226,kfm,visualfish,BOT,1993-07-14,c-k-00001,1,200,3,1,274772,WORMS,Sebastes atrovirens,1,NA,34.02236667,-120.3874667
